,GEOID,NAME,NAMELSAD
0,31039,Cuming,Cuming County
1,53069,Wahkiakum,Wahkiakum County
2,35011,De Baca,De Baca County
3,31109,Lancaster,Lancaster County
4,31129,Nuckolls,Nuckolls County
5,46099,Minnehaha,Minnehaha County
6,48327,Menard,Menard County
7,06091,Sierra,Sierra County
8,21053,Clinton,Clinton County
9,39063,Hancock,Hancock County
10,48189,Hale,Hale County
11,01027,Clay,Clay County
12,48011,Armstrong,Armstrong County
13,39003,Allen,Allen County
14,13189,McDuffie,McDuffie County
15,55111,Sauk,Sauk County
16,05137,Stone,Stone County
17,41063,Wallowa,Wallowa County
18,42007,Beaver,Beaver County
19,28061,Jasper,Jasper County
20,29083,Henry,Henry County
21,08109,Saguache,Saguache County
22,37037,Chatham,Chatham County
23,49033,Rich,Rich County
24,40001,Adair,Adair County
25,39085,Lake,Lake County
26,51775,Salem,Salem city
27,51121,Montgomery,Montgomery County
28,47065,Hamilton,Hamilton County
29,35035,Otero,Otero County
30,35003,Catron,Catron County
31,01091,Marengo,Marengo County
32,56023,Lincoln,Lincoln County
33,29011,Barton,Barton County
34,48057,Calhoun,Calhoun County
35,51735,Poquoson,Poquoson city
36,54075,Pocahontas,Pocahontas County
37,48077,Clay,Clay County
38,51095,James City,James City County
39,31101,Keith,Keith County
40,31137,Phelps,Phelps County
41,22019,Calcasieu,Calcasieu Parish
42,22111,Union,Union Parish
43,40135,Sequoyah,Sequoyah County
44,01049,DeKalb,DeKalb County
45,36101,Steuben,Steuben County
46,42053,Forest,Forest County
47,22105,Tangipahoa,Tangipahoa Parish
48,51179,Stafford,Stafford County
49,26109,Menominee,Menominee County
50,18073,Jasper,Jasper County
51,13025,Brantley,Brantley County
52,13171,Lamar,Lamar County
53,18151,Steuben,Steuben County
54,48361,Orange,Orange County
55,39047,Fayette,Fayette County
56,25015,Hampshire,Hampshire County
57,21003,Allen,Allen County
58,37001,Alamance,Alamance County
59,20073,Greenwood,Greenwood County
60,25025,Suffolk,Suffolk County
61,16051,Jefferson,Jefferson County
62,48177,Gonzales,Gonzales County
63,47115,Marion,Marion County
64,26007,Alpena,Alpena County
65,21231,Wayne,Wayne County
66,47185,White,White County
67,48147,Fannin,Fannin County
68,20043,Doniphan,Doniphan County
69,48265,Kerr,Kerr County
70,12053,Hernando,Hernando County
71,12129,Wakulla,Wakulla County
72,12131,Walton,Walton County
73,28017,Chickasaw,Chickasaw County
74,26035,Clare,Clare County
75,20157,Republic,Republic County
76,12127,Volusia,Volusia County
77,40017,Canadian,Canadian County
78,13115,Floyd,Floyd County
79,32001,Churchill,Churchill County
80,31181,Webster,Webster County
81,17067,Hancock,Hancock County
82,46067,Hutchinson,Hutchinson County
83,41013,Crook,Crook County
84,50011,Franklin,Franklin County
85,26103,Marquette,Marquette County
86,09007,Middlesex,Middlesex County
87,37057,Davidson,Davidson County
88,17025,Clay,Clay County
89,29103,Knox,Knox County
90,29117,Livingston,Livingston County
91,42117,Tioga,Tioga County
92,31043,Dakota,Dakota County
93,26089,Leelanau,Leelanau County
94,51181,Surry,Surry County
95,48391,Refugio,Refugio County
96,39017,Butler,Butler County
97,13273,Terrell,Terrell County
98,13063,Clayton,Clayton County
99,56013,Fremont,Fremont County
100,18115,Ohio,Ohio County
101,13073,Columbia,Columbia County
102,08115,Sedgwick,Sedgwick County
103,30065,Musselshell,Musselshell County
104,42043,Dauphin,Dauphin County
105,46101,Moody,Moody County
106,54079,Putnam,Putnam County
107,34037,Sussex,Sussex County
108,20039,Decatur,Decatur County
109,18123,Perry,Perry County
110,28145,Union,Union County
111,31015,Boyd,Boyd County
112,27095,Mille Lacs,Mille Lacs County
113,38099,Walsh,Walsh County
114,39115,Morgan,Morgan County
115,39133,Portage,Portage County
116,56041,Uinta,Uinta County
117,32013,Humboldt,Humboldt County
118,48247,Jim Hogg,Jim Hogg County
119,08017,Cheyenne,Cheyenne County
120,41005,Clackamas,Clackamas County
121,05113,Polk,Polk County
122,13193,Macon,Macon County
123,18007,Benton,Benton County
124,47129,Morgan,Morgan County
125,46043,Douglas,Douglas County
126,24047,Worcester,Worcester County
127,17185,Wabash,Wabash County
128,18069,Huntington,Huntington County
129,21209,Scott,Scott County
130,19053,Decatur,Decatur County
131,18169,Wabash,Wabash County
132,18003,Allen,Allen County
133,18099,Marshall,Marshall County
134,31171,Thomas,Thomas County
135,38085,Sioux,Sioux County
136,48127,Dimmit,Dimmit County
137,27045,Fillmore,Fillmore County
138,45023,Chester,Chester County
139,27073,Lac qui Parle,Lac qui Parle County
140,49005,Cache,Cache County
141,55093,Pierce,Pierce County
142,13049,Charlton,Charlton County
143,13233,Polk,Polk County
144,17113,McLean,McLean County
145,23001,Androscoggin,Androscoggin County
146,16055,Kootenai,Kootenai County
147,32003,Clark,Clark County
148,20147,Phillips,Phillips County
149,31089,Holt,Holt County
150,29101,Johnson,Johnson County
151,55063,La Crosse,La Crosse County
152,22021,Caldwell,Caldwell Parish
153,21061,Edmonson,Edmonson County
154,17005,Bond,Bond County
155,17009,Brown,Brown County
156,27085,McLeod,McLeod County
157,55033,Dunn,Dunn County
158,08027,Custer,Custer County
159,29123,Madison,Madison County
160,48353,Nolan,Nolan County
161,42127,Wayne,Wayne County
162,36091,Saratoga,Saratoga County
163,48041,Brazos,Brazos County
164,40095,Marshall,Marshall County
165,24001,Allegany,Allegany County
166,54103,Wetzel,Wetzel County
167,55053,Jackson,Jackson County
168,41007,Clatsop,Clatsop County
169,53041,Lewis,Lewis County
170,36003,Allegany,Allegany County
171,19031,Cedar,Cedar County
172,18117,Orange,Orange County
173,13089,DeKalb,DeKalb County
174,13227,Pickens,Pickens County
175,30015,Chouteau,Chouteau County
176,31017,Brown,Brown County
177,47013,Campbell,Campbell County
178,37069,Franklin,Franklin County
179,24510,Baltimore,Baltimore city
180,20111,Lyon,Lyon County
181,19027,Carroll,Carroll County
182,22107,Tensas,Tensas Parish
183,47123,Monroe,Monroe County
184,20075,Hamilton,Hamilton County
185,19151,Pocahontas,Pocahontas County
186,16045,Gem,Gem County
187,05063,Independence,Independence County
188,05085,Lonoke,Lonoke County
189,18111,Newton,Newton County
190,13119,Franklin,Franklin County
191,12051,Hendry,Hendry County
192,13265,Taliaferro,Taliaferro County
193,48245,Jefferson,Jefferson County
194,30059,Meagher,Meagher County
195,08067,La Plata,La Plata County
196,48027,Bell,Bell County
197,28069,Kemper,Kemper County
198,05019,Clark,Clark County
199,41035,Klamath,Klamath County
200,36075,Oswego,Oswego County
201,01019,Cherokee,Cherokee County
202,48019,Bandera,Bandera County
203,30087,Rosebud,Rosebud County
204,35059,Union,Union County
205,26153,Schoolcraft,Schoolcraft County
206,36111,Ulster,Ulster County
207,34007,Camden,Camden County
208,17083,Jersey,Jersey County
209,51085,Hanover,Hanover County
210,20199,Wallace,Wallace County
211,26003,Alger,Alger County
212,05049,Fulton,Fulton County
213,48215,Hidalgo,Hidalgo County
214,37155,Robeson,Robeson County
215,26123,Newaygo,Newaygo County
216,41049,Morrow,Morrow County
217,27153,Todd,Todd County
218,05083,Logan,Logan County
219,37109,Lincoln,Lincoln County
220,05091,Miller,Miller County
221,12095,Orange,Orange County
222,08111,San Juan,San Juan County
223,16041,Franklin,Franklin County
224,13045,Carroll,Carroll County
225,20161,Riley,Riley County
226,48413,Schleicher,Schleicher County
227,51167,Russell,Russell County
228,37027,Caldwell,Caldwell County
229,16065,Madison,Madison County
230,18173,Warrick,Warrick County
231,21001,Adair,Adair County
232,21077,Gallatin,Gallatin County
233,21097,Harrison,Harrison County
234,23023,Sagadahoc,Sagadahoc County
235,30097,Sweet Grass,Sweet Grass County
236,48181,Grayson,Grayson County
237,42059,Greene,Greene County
238,20051,Ellis,Ellis County
239,01065,Hale,Hale County
240,01105,Perry,Perry County
241,01033,Colbert,Colbert County
242,20151,Pratt,Pratt County
243,21017,Bourbon,Bourbon County
244,47149,Rutherford,Rutherford County
245,13075,Cook,Cook County
246,20101,Lane,Lane County
247,40059,Harper,Harper County
248,17147,Piatt,Piatt County
249,48107,Crosby,Crosby County
250,01063,Greene,Greene County
251,16033,Clark,Clark County
252,19109,Kossuth,Kossuth County
253,38013,Burke,Burke County
254,37063,Durham,Durham County
255,19085,Harrison,Harrison County
256,31103,Keya Paha,Keya Paha County
257,19187,Webster,Webster County
258,17151,Pope,Pope County
259,47159,Smith,Smith County
260,51089,Henry,Henry County
261,51510,Alexandria,Alexandria city
262,19101,Jefferson,Jefferson County
263,30049,Lewis and Clark,Lewis and Clark County
264,49013,Duchesne,Duchesne County
265,40003,Alfalfa,Alfalfa County
266,48119,Delta,Delta County
267,47169,Trousdale,Trousdale County
268,21193,Perry,Perry County
269,46039,Deuel,Deuel County
270,41029,Jackson,Jackson County
271,48507,Zavala,Zavala County
272,31007,Banner,Banner County
273,19121,Madison,Madison County
274,12011,Broward,Broward County
275,13279,Toombs,Toombs County
276,26151,Sanilac,Sanilac County
277,48397,Rockwall,Rockwall County
278,26163,Wayne,Wayne County
279,27105,Nobles,Nobles County
280,27001,Aitkin,Aitkin County
281,38071,Ramsey,Ramsey County
282,37145,Person,Person County
283,20195,Trego,Trego County
284,28151,Washington,Washington County
285,48133,Eastland,Eastland County
286,28055,Issaquena,Issaquena County
287,48123,DeWitt,DeWitt County
288,48005,Angelina,Angelina County
289,45081,Saluda,Saluda County
290,29125,Maries,Maries County
291,05001,Arkansas,Arkansas County
292,29109,Lawrence,Lawrence County
293,51540,Charlottesville,Charlottesville city
294,17011,Bureau,Bureau County
295,39145,Scioto,Scioto County
296,37115,Madison,Madison County
297,16053,Jerome,Jerome County
298,39163,Vinton,Vinton County
299,48309,McLennan,McLennan County
300,16037,Custer,Custer County
301,19089,Howard,Howard County
302,12099,Palm Beach,Palm Beach County
303,13181,Lincoln,Lincoln County
304,01013,Butler,Butler County
305,47165,Sumner,Sumner County
306,51097,King and Queen,King and Queen County
307,05015,Carroll,Carroll County
308,51820,Waynesboro,Waynesboro city
309,41051,Multnomah,Multnomah County
310,47061,Grundy,Grundy County
311,27057,Hubbard,Hubbard County
312,38081,Sargent,Sargent County
313,36089,St. Lawrence,St. Lawrence County
314,29179,Reynolds,Reynolds County
315,06067,Sacramento,Sacramento County
316,39125,Paulding,Paulding County
317,18179,Wells,Wells County
318,51063,Floyd,Floyd County
319,06083,Santa Barbara,Santa Barbara County
320,54005,Boone,Boone County
321,28009,Benton,Benton County
322,21055,Crittenden,Crittenden County
323,19147,Palo Alto,Palo Alto County
324,19159,Ringgold,Ringgold County
325,37151,Randolph,Randolph County
326,24015,Cecil,Cecil County
327,18171,Warren,Warren County
328,31077,Greeley,Greeley County
329,31095,Jefferson,Jefferson County
330,31151,Saline,Saline County
331,21119,Knott,Knott County
332,19045,Clinton,Clinton County
333,27063,Jackson,Jackson County
334,27039,Dodge,Dodge County
335,27047,Freeborn,Freeborn County
336,06009,Calaveras,Calaveras County
337,25001,Barnstable,Barnstable County
338,51119,Middlesex,Middlesex County
339,42065,Jefferson,Jefferson County
340,18089,Lake,Lake County
341,47003,Bedford,Bedford County
342,47027,Clay,Clay County
343,17029,Coles,Coles County
344,47097,Lauderdale,Lauderdale County
345,41001,Baker,Baker County
346,36097,Schuyler,Schuyler County
347,26159,Van Buren,Van Buren County
348,17131,Mercer,Mercer County
349,21127,Lawrence,Lawrence County
350,21175,Morgan,Morgan County
351,21177,Muhlenberg,Muhlenberg County
352,17049,Effingham,Effingham County
353,47105,Loudon,Loudon County
354,46025,Clark,Clark County
355,12041,Gilchrist,Gilchrist County
356,18157,Tippecanoe,Tippecanoe County
357,42109,Snyder,Snyder County
358,48277,Lamar,Lamar County
359,12086,Miami-Dade,Miami-Dade County
360,31057,Dundy,Dundy County
361,48289,Leon,Leon County
362,08097,Pitkin,Pitkin County
363,38035,Grand Forks,Grand Forks County
364,18091,LaPorte,LaPorte County
365,18057,Hamilton,Hamilton County
366,51595,Emporia,Emporia city
367,40081,Lincoln,Lincoln County
368,20071,Greeley,Greeley County
369,13145,Harris,Harris County
370,13251,Screven,Screven County
371,48433,Stonewall,Stonewall County
372,39069,Henry,Henry County
373,33009,Grafton,Grafton County
374,29145,Newton,Newton County
375,18129,Posey,Posey County
376,48311,McMullen,McMullen County
377,17035,Cumberland,Cumberland County
378,13297,Walton,Walton County
379,27121,Pope,Pope County
380,51157,Rappahannock,Rappahannock County
381,51009,Amherst,Amherst County
382,06111,Ventura,Ventura County
383,17033,Crawford,Crawford County
384,08093,Park,Park County
385,06037,Los Angeles,Los Angeles County
386,04027,Yuma,Yuma County
387,13129,Gordon,Gordon County
388,19025,Calhoun,Calhoun County
389,12055,Highlands,Highlands County
390,51580,Covington,Covington city
391,50017,Orange,Orange County
392,20113,McPherson,McPherson County
393,04021,Pinal,Pinal County
394,39051,Fulton,Fulton County
395,08003,Alamosa,Alamosa County
396,12017,Citrus,Citrus County
397,47041,DeKalb,DeKalb County
398,42031,Clarion,Clarion County
399,46097,Miner,Miner County
400,46073,Jerauld,Jerauld County
401,18031,Decatur,Decatur County
402,18037,Dubois,Dubois County
403,51057,Essex,Essex County
404,45089,Williamsburg,Williamsburg County
405,36031,Essex,Essex County
406,19195,Worth,Worth County
407,40063,Hughes,Hughes County
408,51027,Buchanan,Buchanan County
409,51005,Alleghany,Alleghany County
410,28087,Lowndes,Lowndes County
411,18143,Scott,Scott County
412,08099,Prowers,Prowers County
413,48435,Sutton,Sutton County
414,40101,Muskogee,Muskogee County
415,29043,Christian,Christian County
416,28073,Lamar,Lamar County
417,18137,Ripley,Ripley County
418,38057,Mercer,Mercer County
419,13147,Hart,Hart County
420,22049,Jackson,Jackson Parish
421,51133,Northumberland,Northumberland County
422,48157,Fort Bend,Fort Bend County
423,55047,Green Lake,Green Lake County
424,30073,Pondera,Pondera County
425,55127,Walworth,Walworth County
426,32021,Mineral,Mineral County
427,17057,Fulton,Fulton County
428,36103,Suffolk,Suffolk County
429,18161,Union,Union County
430,29119,McDonald,McDonald County
431,31157,Scotts Bluff,Scotts Bluff County
432,35047,San Miguel,San Miguel County
433,01081,Lee,Lee County
434,48367,Parker,Parker County
435,38021,Dickey,Dickey County
436,38003,Barnes,Barnes County
437,27143,Sibley,Sibley County
438,13293,Upson,Upson County
439,06097,Sonoma,Sonoma County
440,26033,Chippewa,Chippewa County
441,16019,Bonneville,Bonneville County
442,13013,Barrow,Barrow County
443,13183,Long,Long County
444,48271,Kinney,Kinney County
445,40115,Ottawa,Ottawa County
446,42033,Clearfield,Clearfield County
447,26037,Clinton,Clinton County
448,17135,Montgomery,Montgomery County
449,28003,Alcorn,Alcorn County
450,28071,Lafayette,Lafayette County
451,22043,Grant,Grant Parish
452,29005,Atchison,Atchison County
453,17115,Macon,Macon County
454,26149,St. Joseph,St. Joseph County
455,17055,Franklin,Franklin County
456,30033,Garfield,Garfield County
457,31001,Adams,Adams County
458,27109,Olmsted,Olmsted County
459,34039,Union,Union County
460,01097,Mobile,Mobile County
461,46087,McCook,McCook County
462,01057,Fayette,Fayette County
463,01017,Chambers,Chambers County
464,37131,Northampton,Northampton County
465,08081,Moffat,Moffat County
466,21087,Green,Green County
467,18047,Franklin,Franklin County
468,37013,Beaufort,Beaufort County
469,38015,Burleigh,Burleigh County
470,37159,Rowan,Rowan County
471,26071,Iron,Iron County
472,27067,Kandiyohi,Kandiyohi County
473,21237,Wolfe,Wolfe County
474,48149,Fayette,Fayette County
475,46081,Lawrence,Lawrence County
476,23029,Washington,Washington County
477,48045,Briscoe,Briscoe County
478,26131,Ontonagon,Ontonagon County
479,28015,Carroll,Carroll County
480,41003,Benton,Benton County
481,27133,Rock,Rock County
482,42063,Indiana,Indiana County
483,22061,Lincoln,Lincoln Parish
484,42099,Perry,Perry County
485,46137,Ziebach,Ziebach County
486,48203,Harrison,Harrison County
487,26013,Baraga,Baraga County
488,40131,Rogers,Rogers County
489,29019,Boone,Boone County
490,40015,Caddo,Caddo County
491,08059,Jefferson,Jefferson County
492,54011,Cabell,Cabell County
493,48383,Reagan,Reagan County
494,05141,Van Buren,Van Buren County
495,08117,Summit,Summit County
496,20035,Cowley,Cowley County
497,05071,Johnson,Johnson County
498,36041,Hamilton,Hamilton County
499,51045,Craig,Craig County
500,48083,Coleman,Coleman County
501,04017,Navajo,Navajo County
502,28085,Lincoln,Lincoln County
503,48357,Ochiltree,Ochiltree County
504,48103,Crane,Crane County
505,56003,Big Horn,Big Horn County
506,47081,Hickman,Hickman County
507,28143,Tunica,Tunica County
508,29081,Harrison,Harrison County
509,18005,Bartholomew,Bartholomew County
510,13223,Paulding,Paulding County
511,39015,Brown,Brown County
512,47141,Putnam,Putnam County
513,38101,Ward,Ward County
514,25027,Worcester,Worcester County
515,39091,Logan,Logan County
516,06031,Kings,Kings County
517,06073,San Diego,San Diego County
518,13079,Crawford,Crawford County
519,29037,Cass,Cass County
520,36027,Dutchess,Dutchess County
521,48477,Washington,Washington County
522,08101,Pueblo,Pueblo County
523,29067,Douglas,Douglas County
524,38009,Bottineau,Bottineau County
525,37051,Cumberland,Cumberland County
526,56017,Hot Springs,Hot Springs County
527,26001,Alcona,Alcona County
528,06061,Placer,Placer County
529,05129,Searcy,Searcy County
530,48305,Lynn,Lynn County
531,36077,Otsego,Otsego County
532,37153,Richmond,Richmond County
533,37093,Hoke,Hoke County
534,31131,Otoe,Otoe County
535,42023,Cameron,Cameron County
536,45035,Dorchester,Dorchester County
537,27161,Waseca,Waseca County
538,46015,Brule,Brule County
539,47177,Warren,Warren County
540,17023,Clark,Clark County
541,21201,Robertson,Robertson County
542,47095,Lake,Lake County
543,45015,Berkeley,Berkeley County
544,05051,Garland,Garland County
545,20139,Osage,Osage County
546,39155,Trumbull,Trumbull County
547,48333,Mills,Mills County
548,48359,Oldham,Oldham County
549,42019,Butler,Butler County
550,16049,Idaho,Idaho County
551,20115,Marion,Marion County
552,51029,Buckingham,Buckingham County
553,37025,Cabarrus,Cabarrus County
554,29225,Webster,Webster County
555,49011,Davis,Davis County
556,27033,Cottonwood,Cottonwood County
557,12093,Okeechobee,Okeechobee County
558,13291,Union,Union County
559,19013,Black Hawk,Black Hawk County
560,48403,Sabine,Sabine County
561,39131,Pike,Pike County
562,01125,Tuscaloosa,Tuscaloosa County
563,01131,Wilcox,Wilcox County
564,28097,Montgomery,Montgomery County
565,31099,Kearney,Kearney County
566,31087,Hitchcock,Hitchcock County
567,10003,New Castle,New Castle County
568,16081,Teton,Teton County
569,17161,Rock Island,Rock Island County
570,51073,Gloucester,Gloucester County
571,05133,Sevier,Sevier County
572,18017,Cass,Cass County
573,16077,Power,Power County
574,18015,Carroll,Carroll County
575,42101,Philadelphia,Philadelphia County
576,56043,Washakie,Washakie County
577,37029,Camden,Camden County
578,36109,Tompkins,Tompkins County
579,05069,Jefferson,Jefferson County
580,05079,Lincoln,Lincoln County
581,55123,Vernon,Vernon County
582,29093,Iron,Iron County
583,48223,Hopkins,Hopkins County
584,36001,Albany,Albany County
585,48225,Houston,Houston County
586,39111,Monroe,Monroe County
587,20165,Rush,Rush County
588,18107,Montgomery,Montgomery County
589,20187,Stanton,Stanton County
590,21129,Lee,Lee County
591,27071,Koochiching,Koochiching County
592,48029,Bexar,Bexar County
593,08013,Boulder,Boulder County
594,47089,Jefferson,Jefferson County
595,40097,Mayes,Mayes County
596,27165,Watonwan,Watonwan County
597,16013,Blaine,Blaine County
598,22053,Jefferson Davis,Jefferson Davis Parish
599,46119,Sully,Sully County
600,08031,Denver,Denver County
601,40029,Coal,Coal County
602,30011,Carter,Carter County
603,48461,Upton,Upton County
604,18051,Gibson,Gibson County
605,31105,Kimball,Kimball County
606,17093,Kendall,Kendall County
607,11001,District of Columbia,District of Columbia
608,08085,Montrose,Montrose County
609,27171,Wright,Wright County
610,55059,Kenosha,Kenosha County
611,08037,Eagle,Eagle County
612,06075,San Francisco,San Francisco County
613,08113,San Miguel,San Miguel County
614,12109,St. Johns,St. Johns County
615,28019,Choctaw,Choctaw County
616,29079,Grundy,Grundy County
617,26085,Lake,Lake County
618,26139,Ottawa,Ottawa County
619,17031,Cook,Cook County
620,17059,Gallatin,Gallatin County
621,45047,Greenwood,Greenwood County
622,20059,Franklin,Franklin County
623,27027,Clay,Clay County
624,47075,Haywood,Haywood County
625,49003,Box Elder,Box Elder County
626,28139,Tippah,Tippah County
627,54051,Marshall,Marshall County
628,54035,Jackson,Jackson County
629,16039,Elmore,Elmore County
630,24005,Baltimore,Baltimore County
631,38005,Benson,Benson County
632,29163,Pike,Pike County
633,39087,Lawrence,Lawrence County
634,29201,Scott,Scott County
635,39001,Adams,Adams County
636,48143,Erath,Erath County
637,13137,Habersham,Habersham County
638,13319,Wilkinson,Wilkinson County
639,54061,Monongalia,Monongalia County
640,39033,Crawford,Crawford County
641,12027,DeSoto,DeSoto County
642,09011,New London,New London County
643,39059,Guernsey,Guernsey County
644,26015,Barry,Barry County
645,29209,Stone,Stone County
646,51760,Richmond,Richmond city
647,37169,Stokes,Stokes County
648,19039,Clarke,Clarke County
649,19065,Fayette,Fayette County
650,06041,Marin,Marin County
651,48381,Randall,Randall County
652,48401,Rusk,Rusk County
653,19181,Warren,Warren County
654,39161,Van Wert,Van Wert County
655,12043,Glades,Glades County
656,13199,Meriwether,Meriwether County
657,08023,Costilla,Costilla County
658,48099,Coryell,Coryell County
659,19001,Adair,Adair County
660,13053,Chattahoochee,Chattahoochee County
661,06043,Mariposa,Mariposa County
662,29089,Howard,Howard County
663,41047,Marion,Marion County
664,55079,Milwaukee,Milwaukee County
665,27139,Scott,Scott County
666,39129,Pickaway,Pickaway County
667,51145,Powhatan,Powhatan County
668,08014,Broomfield,Broomfield County
669,47099,Lawrence,Lawrence County
670,26009,Antrim,Antrim County
671,45069,Marlboro,Marlboro County
672,16009,Benewah,Benewah County
673,17103,Lee,Lee County
674,31127,Nemaha,Nemaha County
675,37031,Carteret,Carteret County
676,20149,Pottawatomie,Pottawatomie County
677,26075,Jackson,Jackson County
678,48091,Comal,Comal County
679,25019,Nantucket,Nantucket County
680,45009,Bamberg,Bamberg County
681,48007,Aransas,Aransas County
682,13019,Berrien,Berrien County
683,18165,Vermillion,Vermillion County
684,26143,Roscommon,Roscommon County
685,37005,Alleghany,Alleghany County
686,06035,Lassen,Lassen County
687,51610,Falls Church,Falls Church city
688,12081,Manatee,Manatee County
689,39119,Muskingum,Muskingum County
690,08015,Chaffee,Chaffee County
691,08025,Crowley,Crowley County
692,08043,Fremont,Fremont County
693,28109,Pearl River,Pearl River County
694,28111,Perry,Perry County
695,31041,Custer,Custer County
696,12013,Calhoun,Calhoun County
697,21117,Kenton,Kenton County
698,19037,Chickasaw,Chickasaw County
699,17037,DeKalb,DeKalb County
700,19081,Hancock,Hancock County
701,38089,Stark,Stark County
702,26095,Luce,Luce County
703,40019,Carter,Carter County
704,37139,Pasquotank,Pasquotank County
705,35055,Taos,Taos County
706,28011,Bolivar,Bolivar County
707,32023,Nye,Nye County
708,47073,Hawkins,Hawkins County
709,38011,Bowman,Bowman County
710,42057,Fulton,Fulton County
711,22055,Lafayette,Lafayette Parish
712,48237,Jack,Jack County
713,17175,Stark,Stark County
714,40055,Greer,Greer County
715,48211,Hemphill,Hemphill County
716,16069,Nez Perce,Nez Perce County
717,46129,Walworth,Walworth County
718,06055,Napa,Napa County
719,40033,Cotton,Cotton County
720,29221,Washington,Washington County
721,36011,Cayuga,Cayuga County
722,48417,Shackelford,Shackelford County
723,48407,San Jacinto,San Jacinto County
724,19061,Dubuque,Dubuque County
725,51075,Goochland,Goochland County
726,20181,Sherman,Sherman County
727,39139,Richland,Richland County
728,17001,Adams,Adams County
729,39021,Champaign,Champaign County
730,33019,Sullivan,Sullivan County
731,17075,Iroquois,Iroquois County
732,19157,Poweshiek,Poweshiek County
733,39169,Wayne,Wayne County
734,13113,Fayette,Fayette County
735,13141,Hancock,Hancock County
736,48259,Kendall,Kendall County
737,36039,Greene,Greene County
738,51137,Orange,Orange County
739,40089,McCurtain,McCurtain County
740,13277,Tift,Tift County
741,31025,Cass,Cass County
742,46077,Kingsbury,Kingsbury County
743,56009,Converse,Converse County
744,36043,Herkimer,Herkimer County
745,38047,Logan,Logan County
746,26053,Gogebic,Gogebic County
747,27005,Becker,Becker County
748,01095,Marshall,Marshall County
749,47173,Union,Union County
750,54057,Mineral,Mineral County
751,55003,Ashland,Ashland County
752,17053,Ford,Ford County
753,38029,Emmons,Emmons County
754,06089,Shasta,Shasta County
755,22113,Vermilion,Vermilion Parish
756,05121,Randolph,Randolph County
757,55085,Oneida,Oneida County
758,22035,East Carroll,East Carroll Parish
759,22037,East Feliciana,East Feliciana Parish
760,22087,St. Bernard,St. Bernard Parish
761,48481,Wharton,Wharton County
762,48153,Floyd,Floyd County
763,21151,Madison,Madison County
764,47009,Blount,Blount County
765,30031,Gallatin,Gallatin County
766,45031,Darlington,Darlington County
767,01053,Escambia,Escambia County
768,13143,Haralson,Haralson County
769,20001,Allen,Allen County
770,17041,Douglas,Douglas County
771,51079,Greene,Greene County
772,55137,Waushara,Waushara County
773,05065,Izard,Izard County
774,06053,Monterey,Monterey County
775,35017,Grant,Grant County
776,29131,Miller,Miller County
777,37193,Wilkes,Wilkes County
778,29165,Platte,Platte County
779,29021,Buchanan,Buchanan County
780,01083,Limestone,Limestone County
781,18065,Henry,Henry County
782,31143,Polk,Polk County
783,39123,Ottawa,Ottawa County
784,27107,Norman,Norman County
785,19165,Shelby,Shelby County
786,24013,Carroll,Carroll County
787,19011,Benton,Benton County
788,21159,Martin,Martin County
789,27025,Chisago,Chisago County
790,21189,Owsley,Owsley County
791,42015,Bradford,Bradford County
792,54029,Hancock,Hancock County
793,29051,Cole,Cole County
794,26021,Berrien,Berrien County
795,42061,Huntingdon,Huntingdon County
796,31045,Dawes,Dawes County
797,51141,Patrick,Patrick County
798,26119,Montmorency,Montmorency County
799,26135,Oscoda,Oscoda County
800,35007,Colfax,Colfax County
801,17163,St. Clair,St. Clair County
802,17189,Washington,Washington County
803,42009,Bedford,Bedford County
804,05127,Scott,Scott County
805,20099,Labette,Labette County
806,42073,Lawrence,Lawrence County
807,39067,Harrison,Harrison County
808,37003,Alexander,Alexander County
809,34009,Cape May,Cape May County
810,33005,Cheshire,Cheshire County
811,27089,Marshall,Marshall County
812,51101,King William,King William County
813,08055,Huerfano,Huerfano County
814,48255,Karnes,Karnes County
815,47023,Chester,Chester County
816,17171,Scott,Scott County
817,49027,Millard,Millard County
818,49029,Morgan,Morgan County
819,48257,Kaufman,Kaufman County
820,04011,Greenlee,Greenlee County
821,04013,Maricopa,Maricopa County
822,26129,Ogemaw,Ogemaw County
823,47087,Jackson,Jackson County
824,17159,Richland,Richland County
825,01009,Blount,Blount County
826,30051,Liberty,Liberty County
827,48131,Duval,Duval County
828,29173,Ralls,Ralls County
829,48251,Johnson,Johnson County
830,13061,Clay,Clay County
831,41023,Grant,Grant County
832,41011,Coos,Coos County
833,48159,Franklin,Franklin County
834,36113,Warren,Warren County
835,51113,Madison,Madison County
836,40005,Atoka,Atoka County
837,17129,Menard,Menard County
838,13015,Bartow,Bartow County
839,12069,Lake,Lake County
840,40111,Okmulgee,Okmulgee County
841,38083,Sheridan,Sheridan County
842,18049,Fulton,Fulton County
843,20091,Johnson,Johnson County
844,24009,Calvert,Calvert County
845,55129,Washburn,Washburn County
846,53031,Jefferson,Jefferson County
847,27169,Winona,Winona County
848,28149,Warren,Warren County
849,29003,Andrew,Andrew County
850,29139,Montgomery,Montgomery County
851,20021,Cherokee,Cherokee County
852,37083,Halifax,Halifax County
853,35043,Sandoval,Sandoval County
854,21051,Clay,Clay County
855,42035,Clinton,Clinton County
856,41043,Linn,Linn County
857,55065,Lafayette,Lafayette County
858,40147,Washington,Washington County
859,54077,Preston,Preston County
