,FGEOID,GEOID,COUNTY,STATE,GEOID_FILE,NAME_FILE,Memory Usage (GB)
49,0500000US17099,17099,LaSalle,Illinois,0500000US17099.graphml,"LaSalle County, Illinois.graphml",0.251698816
50,0500000US17101,17101,Lawrence,Illinois,0500000US17101.graphml,"Lawrence County, Illinois.graphml",0.128249472
51,0500000US17103,17103,Lee,Illinois,0500000US17103.graphml,"Lee County, Illinois.graphml",0.153161344
52,0500000US17105,17105,Livingston,Illinois,0500000US17105.graphml,"Livingston County, Illinois.graphml",0.16063654399999996
53,0500000US17107,17107,Logan,Illinois,0500000US17107.graphml,"Logan County, Illinois.graphml",0.12478016
54,0500000US17109,17109,McDonough,Illinois,0500000US17109.graphml,"McDonough County, Illinois.graphml",0.09897945600000002
55,0500000US17111,17111,McHenry,Illinois,0500000US17111.graphml,"McHenry County, Illinois.graphml",0.572100224
56,0500000US17113,17113,McLean,Illinois,0500000US17113.graphml,"McLean County, Illinois.graphml",0.266350208
57,0500000US17115,17115,Macon,Illinois,0500000US17115.graphml,"Macon County, Illinois.graphml",0.16954534400000001
58,0500000US17117,17117,Macoupin,Illinois,0500000US17117.graphml,"Macoupin County, Illinois.graphml",0.23259097600000003
59,0500000US17119,17119,Madison,Illinois,0500000US17119.graphml,"Madison County, Illinois.graphml",0.754548352
60,0500000US17121,17121,Marion,Illinois,0500000US17121.graphml,"Marion County, Illinois.graphml",0.149012096
61,0500000US17123,17123,Marshall,Illinois,0500000US17123.graphml,"Marshall County, Illinois.graphml",0.07710272000000001
62,0500000US17125,17125,Mason,Illinois,0500000US17125.graphml,"Mason County, Illinois.graphml",0.09985190399999999
63,0500000US17127,17127,Massac,Illinois,0500000US17127.graphml,"Massac County, Illinois.graphml",0.12904819199999998
64,0500000US17129,17129,Menard,Illinois,0500000US17129.graphml,"Menard County, Illinois.graphml",0.080121472
65,0500000US17131,17131,Mercer,Illinois,0500000US17131.graphml,"Mercer County, Illinois.graphml",0.076566144
66,0500000US17133,17133,Monroe,Illinois,0500000US17133.graphml,"Monroe County, Illinois.graphml",0.4123111679999999
67,0500000US17135,17135,Montgomery,Illinois,0500000US17135.graphml,"Montgomery County, Illinois.graphml",0.19547302399999997
68,0500000US17137,17137,Morgan,Illinois,0500000US17137.graphml,"Morgan County, Illinois.graphml",0.12757772800000003
69,0500000US17139,17139,Moultrie,Illinois,0500000US17139.graphml,"Moultrie County, Illinois.graphml",0.09495308800000002
70,0500000US17141,17141,Ogle,Illinois,0500000US17141.graphml,"Ogle County, Illinois.graphml",0.20236659200000004
71,0500000US17143,17143,Peoria,Illinois,0500000US17143.graphml,"Peoria County, Illinois.graphml",0.30692927999999997
72,0500000US17145,17145,Perry,Illinois,0500000US17145.graphml,"Perry County, Illinois.graphml",0.122371712
73,0500000US17147,17147,Piatt,Illinois,0500000US17147.graphml,"Piatt County, Illinois.graphml",0.10083904000000002
74,0500000US17149,17149,Pike,Illinois,0500000US17149.graphml,"Pike County, Illinois.graphml",0.155975296
75,0500000US17151,17151,Pope,Illinois,0500000US17151.graphml,"Pope County, Illinois.graphml",0.04075891200000001
76,0500000US17153,17153,Pulaski,Illinois,0500000US17153.graphml,"Pulaski County, Illinois.graphml",0.060546688000000015
77,0500000US17155,17155,Putnam,Illinois,0500000US17155.graphml,"Putnam County, Illinois.graphml",0.08483596800000001
78,0500000US17157,17157,Randolph,Illinois,0500000US17157.graphml,"Randolph County, Illinois.graphml",0.13735078399999998
79,0500000US17159,17159,Richland,Illinois,0500000US17159.graphml,"Richland County, Illinois.graphml",0.09101273600000001
80,0500000US17161,17161,Rock Island,Illinois,0500000US17161.graphml,"Rock Island County, Illinois.graphml",0.367656576
81,0500000US17163,17163,St. Clair,Illinois,0500000US17163.graphml,"St. Clair County, Illinois.graphml",0.80281152
82,0500000US17165,17165,Saline,Illinois,0500000US17165.graphml,"Saline County, Illinois.graphml",0.09549785600000002
83,0500000US17167,17167,Sangamon,Illinois,0500000US17167.graphml,"Sangamon County, Illinois.graphml",0.31374502400000004
84,0500000US17169,17169,Schuyler,Illinois,0500000US17169.graphml,"Schuyler County, Illinois.graphml",0.09265932800000001
85,0500000US17171,17171,Scott,Illinois,0500000US17171.graphml,"Scott County, Illinois.graphml",0.07715187200000001
86,0500000US17173,17173,Shelby,Illinois,0500000US17173.graphml,"Shelby County, Illinois.graphml",0.16428608000000003
87,0500000US17175,17175,Stark,Illinois,0500000US17175.graphml,"Stark County, Illinois.graphml",0.05425932800000002
88,0500000US17177,17177,Stephenson,Illinois,0500000US17177.graphml,"Stephenson County, Illinois.graphml",0.12010252800000001
89,0500000US17179,17179,Tazewell,Illinois,0500000US17179.graphml,"Tazewell County, Illinois.graphml",0.32830630399999994
90,0500000US17181,17181,Union,Illinois,0500000US17181.graphml,"Union County, Illinois.graphml",0.143761024
91,0500000US17183,17183,Vermilion,Illinois,0500000US17183.graphml,"Vermilion County, Illinois.graphml",0.19656665600000003
92,0500000US17185,17185,Wabash,Illinois,0500000US17185.graphml,"Wabash County, Illinois.graphml",0.12010252800000001
93,0500000US17187,17187,Warren,Illinois,0500000US17187.graphml,"Warren County, Illinois.graphml",0.11042368
94,0500000US17189,17189,Washington,Illinois,0500000US17189.graphml,"Washington County, Illinois.graphml",0.137358976
95,0500000US17191,17191,Wayne,Illinois,0500000US17191.graphml,"Wayne County, Illinois.graphml",0.14157376000000002
96,0500000US17193,17193,White,Illinois,0500000US17193.graphml,"White County, Illinois.graphml",0.15502092800000003
97,0500000US17195,17195,Whiteside,Illinois,0500000US17195.graphml,"Whiteside County, Illinois.graphml",0.14942169600000002
98,0500000US17197,17197,Will,Illinois,0500000US17197.graphml,"Will County, Illinois.graphml",1.23459136
99,0500000US17199,17199,Williamson,Illinois,0500000US17199.graphml,"Williamson County, Illinois.graphml",0.23691635200000002
100,0500000US17201,17201,Winnebago,Illinois,0500000US17201.graphml,"Winnebago County, Illinois.graphml",0.3712323839999999
101,0500000US17203,17203,Woodford,Illinois,0500000US17203.graphml,"Woodford County, Illinois.graphml",0.24641088000000003
102,0500000US18001,18001,Adams,Indiana,0500000US18001.graphml,"Adams County, Indiana.graphml",0.09568627199999999
103,0500000US18003,18003,Allen,Indiana,0500000US18003.graphml,"Allen County, Indiana.graphml",0.37596736
104,0500000US18005,18005,Bartholomew,Indiana,0500000US18005.graphml,"Bartholomew County, Indiana.graphml",0.1712288
105,0500000US18007,18007,Benton,Indiana,0500000US18007.graphml,"Benton County, Indiana.graphml",0.05921548800000001
106,0500000US18009,18009,Blackford,Indiana,0500000US18009.graphml,"Blackford County, Indiana.graphml",0.06983641600000001
107,0500000US18011,18011,Boone,Indiana,0500000US18011.graphml,"Boone County, Indiana.graphml",0.33415948799999995
108,0500000US18013,18013,Brown,Indiana,0500000US18013.graphml,"Brown County, Indiana.graphml",0.10732300800000003
109,0500000US18015,18015,Carroll,Indiana,0500000US18015.graphml,"Carroll County, Indiana.graphml",0.14000908800000003
110,0500000US18017,18017,Cass,Indiana,0500000US18017.graphml,"Cass County, Indiana.graphml",0.164908672
111,0500000US18019,18019,Clark,Indiana,0500000US18019.graphml,"Clark County, Indiana.graphml",0.49311295999999993
112,0500000US18021,18021,Clay,Indiana,0500000US18021.graphml,"Clay County, Indiana.graphml",0.12036057600000002
113,0500000US18023,18023,Clinton,Indiana,0500000US18023.graphml,"Clinton County, Indiana.graphml",0.10430425600000001
114,0500000US18025,18025,Crawford,Indiana,0500000US18025.graphml,"Crawford County, Indiana.graphml",0.05853145600000001
115,0500000US18027,18027,Daviess,Indiana,0500000US18027.graphml,"Daviess County, Indiana.graphml",0.126197376
116,0500000US18029,18029,Dearborn,Indiana,0500000US18029.graphml,"Dearborn County, Indiana.graphml",0.12572224
117,0500000US18031,18031,Decatur,Indiana,0500000US18031.graphml,"Decatur County, Indiana.graphml",0.10012224
118,0500000US18033,18033,DeKalb,Indiana,0500000US18033.graphml,"DeKalb County, Indiana.graphml",0.15883840000000002
119,0500000US18035,18035,Delaware,Indiana,0500000US18035.graphml,"Delaware County, Indiana.graphml",0.268643968
120,0500000US18037,18037,Dubois,Indiana,0500000US18037.graphml,"Dubois County, Indiana.graphml",0.13192768000000002
121,0500000US18039,18039,Elkhart,Indiana,0500000US18039.graphml,"Elkhart County, Indiana.graphml",0.33596582399999997
122,0500000US18041,18041,Fayette,Indiana,0500000US18041.graphml,"Fayette County, Indiana.graphml",0.07845439999999998
123,0500000US18043,18043,Floyd,Indiana,0500000US18043.graphml,"Floyd County, Indiana.graphml",0.364404352
124,0500000US18045,18045,Fountain,Indiana,0500000US18045.graphml,"Fountain County, Indiana.graphml",0.085692032
125,0500000US18047,18047,Franklin,Indiana,0500000US18047.graphml,"Franklin County, Indiana.graphml",0.127413888
126,0500000US18049,18049,Fulton,Indiana,0500000US18049.graphml,"Fulton County, Indiana.graphml",0.11007961600000002
127,0500000US18051,18051,Gibson,Indiana,0500000US18051.graphml,"Gibson County, Indiana.graphml",0.21868505600000002
128,0500000US18053,18053,Grant,Indiana,0500000US18053.graphml,"Grant County, Indiana.graphml",0.15767104
129,0500000US18055,18055,Greene,Indiana,0500000US18055.graphml,"Greene County, Indiana.graphml",0.12349811200000002
130,0500000US18057,18057,Hamilton,Indiana,0500000US18057.graphml,"Hamilton County, Indiana.graphml",0.648265344
131,0500000US18059,18059,Hancock,Indiana,0500000US18059.graphml,"Hancock County, Indiana.graphml",0.383303296
132,0500000US18061,18061,Harrison,Indiana,0500000US18061.graphml,"Harrison County, Indiana.graphml",0.233893504
133,0500000US18063,18063,Hendricks,Indiana,0500000US18063.graphml,"Hendricks County, Indiana.graphml",0.43704281599999995
134,0500000US18065,18065,Henry,Indiana,0500000US18065.graphml,"Henry County, Indiana.graphml",0.17129843199999997
135,0500000US18067,18067,Howard,Indiana,0500000US18067.graphml,"Howard County, Indiana.graphml",0.127921792
136,0500000US18069,18069,Huntington,Indiana,0500000US18069.graphml,"Huntington County, Indiana.graphml",0.14904895999999998
137,0500000US18071,18071,Jackson,Indiana,0500000US18071.graphml,"Jackson County, Indiana.graphml",0.12019263999999999
138,0500000US18073,18073,Jasper,Indiana,0500000US18073.graphml,"Jasper County, Indiana.graphml",0.10711411200000001
139,0500000US18075,18075,Jay,Indiana,0500000US18075.graphml,"Jay County, Indiana.graphml",0.09702566399999998
140,0500000US18077,18077,Jefferson,Indiana,0500000US18077.graphml,"Jefferson County, Indiana.graphml",0.11187366400000001
141,0500000US18079,18079,Jennings,Indiana,0500000US18079.graphml,"Jennings County, Indiana.graphml",0.123637376
142,0500000US18081,18081,Johnson,Indiana,0500000US18081.graphml,"Johnson County, Indiana.graphml",0.36048857599999995
143,0500000US18083,18083,Knox,Indiana,0500000US18083.graphml,"Knox County, Indiana.graphml",0.20588096000000003
144,0500000US18085,18085,Kosciusko,Indiana,0500000US18085.graphml,"Kosciusko County, Indiana.graphml",0.20862528
145,0500000US18087,18087,LaGrange,Indiana,0500000US18087.graphml,"LaGrange County, Indiana.graphml",0.141135488
146,0500000US18089,18089,Lake,Indiana,0500000US18089.graphml,"Lake County, Indiana.graphml",0.6914126079999999
147,0500000US18091,18091,LaPorte,Indiana,0500000US18091.graphml,"LaPorte County, Indiana.graphml",0.23911999999999997
148,0500000US18093,18093,Lawrence,Indiana,0500000US18093.graphml,"Lawrence County, Indiana.graphml",0.08995187199999999
149,0500000US18095,18095,Madison,Indiana,0500000US18095.graphml,"Madison County, Indiana.graphml",0.288132736
150,0500000US18097,18097,Marion,Indiana,0500000US18097.graphml,"Marion County, Indiana.graphml",1.213255296
151,0500000US18099,18099,Marshall,Indiana,0500000US18099.graphml,"Marshall County, Indiana.graphml",0.13385279999999997
152,0500000US18101,18101,Martin,Indiana,0500000US18101.graphml,"Martin County, Indiana.graphml",0.07765568
153,0500000US18103,18103,Miami,Indiana,0500000US18103.graphml,"Miami County, Indiana.graphml",0.18548288
154,0500000US18105,18105,Monroe,Indiana,0500000US18105.graphml,"Monroe County, Indiana.graphml",0.18036697600000004
155,0500000US18107,18107,Montgomery,Indiana,0500000US18107.graphml,"Montgomery County, Indiana.graphml",0.10573785600000005
156,0500000US18109,18109,Morgan,Indiana,0500000US18109.graphml,"Morgan County, Indiana.graphml",0.289783424
157,0500000US18111,18111,Newton,Indiana,0500000US18111.graphml,"Newton County, Indiana.graphml",0.08099392
158,0500000US18113,18113,Noble,Indiana,0500000US18113.graphml,"Noble County, Indiana.graphml",0.178224768
159,0500000US18115,18115,Ohio,Indiana,0500000US18115.graphml,"Ohio County, Indiana.graphml",0.04002982399999999
160,0500000US18117,18117,Orange,Indiana,0500000US18117.graphml,"Orange County, Indiana.graphml",0.095829632
161,0500000US18119,18119,Owen,Indiana,0500000US18119.graphml,"Owen County, Indiana.graphml",0.10929728000000002
162,0500000US18121,18121,Parke,Indiana,0500000US18121.graphml,"Parke County, Indiana.graphml",0.128581248
163,0500000US18123,18123,Perry,Indiana,0500000US18123.graphml,"Perry County, Indiana.graphml",0.085843584
164,0500000US18125,18125,Pike,Indiana,0500000US18125.graphml,"Pike County, Indiana.graphml",0.11454016000000003
165,0500000US18127,18127,Porter,Indiana,0500000US18127.graphml,"Porter County, Indiana.graphml",0.32878553600000004
166,0500000US18129,18129,Posey,Indiana,0500000US18129.graphml,"Posey County, Indiana.graphml",0.15603264000000003
167,0500000US18131,18131,Pulaski,Indiana,0500000US18131.graphml,"Pulaski County, Indiana.graphml",0.10081446399999996
168,0500000US18133,18133,Putnam,Indiana,0500000US18133.graphml,"Putnam County, Indiana.graphml",0.11963968
169,0500000US18135,18135,Randolph,Indiana,0500000US18135.graphml,"Randolph County, Indiana.graphml",0.137793152
170,0500000US18137,18137,Ripley,Indiana,0500000US18137.graphml,"Ripley County, Indiana.graphml",0.10036799999999999
171,0500000US18139,18139,Rush,Indiana,0500000US18139.graphml,"Rush County, Indiana.graphml",0.09030822399999999
172,0500000US18141,18141,St. Joseph,Indiana,0500000US18141.graphml,"St. Joseph County, Indiana.graphml",0.4388532479999999
173,0500000US18143,18143,Scott,Indiana,0500000US18143.graphml,"Scott County, Indiana.graphml",0.081985152
174,0500000US18145,18145,Shelby,Indiana,0500000US18145.graphml,"Shelby County, Indiana.graphml",0.19954854399999997
175,0500000US18147,18147,Spencer,Indiana,0500000US18147.graphml,"Spencer County, Indiana.graphml",0.19752512000000003
176,0500000US18149,18149,Starke,Indiana,0500000US18149.graphml,"Starke County, Indiana.graphml",0.08792025600000003
177,0500000US18151,18151,Steuben,Indiana,0500000US18151.graphml,"Steuben County, Indiana.graphml",0.10708544
178,0500000US18153,18153,Sullivan,Indiana,0500000US18153.graphml,"Sullivan County, Indiana.graphml",0.114425472
179,0500000US18155,18155,Switzerland,Indiana,0500000US18155.graphml,"Switzerland County, Indiana.graphml",0.06399552
180,0500000US18157,18157,Tippecanoe,Indiana,0500000US18157.graphml,"Tippecanoe County, Indiana.graphml",0.19730803200000005
181,0500000US18159,18159,Tipton,Indiana,0500000US18159.graphml,"Tipton County, Indiana.graphml",0.12859353600000004
182,0500000US18161,18161,Union,Indiana,0500000US18161.graphml,"Union County, Indiana.graphml",0.081047168
183,0500000US18163,18163,Vanderburgh,Indiana,0500000US18163.graphml,"Vanderburgh County, Indiana.graphml",0.286977664
184,0500000US18165,18165,Vermillion,Indiana,0500000US18165.graphml,"Vermillion County, Indiana.graphml",0.160673408
185,0500000US18167,18167,Vigo,Indiana,0500000US18167.graphml,"Vigo County, Indiana.graphml",0.23118195200000005
186,0500000US18169,18169,Wabash,Indiana,0500000US18169.graphml,"Wabash County, Indiana.graphml",0.16431065600000003
187,0500000US18171,18171,Warren,Indiana,0500000US18171.graphml,"Warren County, Indiana.graphml",0.104017536
188,0500000US18173,18173,Warrick,Indiana,0500000US18173.graphml,"Warrick County, Indiana.graphml",0.24132774399999998
189,0500000US18175,18175,Washington,Indiana,0500000US18175.graphml,"Washington County, Indiana.graphml",0.13547891199999998
190,0500000US18177,18177,Wayne,Indiana,0500000US18177.graphml,"Wayne County, Indiana.graphml",0.13959948800000002
191,0500000US18179,18179,Wells,Indiana,0500000US18179.graphml,"Wells County, Indiana.graphml",0.10356288
192,0500000US18181,18181,White,Indiana,0500000US18181.graphml,"White County, Indiana.graphml",0.120753792
193,0500000US18183,18183,Whitley,Indiana,0500000US18183.graphml,"Whitley County, Indiana.graphml",0.16090688
194,0500000US19001,19001,Adair,Iowa,0500000US19001.graphml,"Adair County, Iowa.graphml",0.072060544
195,0500000US19003,19003,Adams,Iowa,0500000US19003.graphml,"Adams County, Iowa.graphml",0.065175168
196,0500000US19005,19005,Allamakee,Iowa,0500000US19005.graphml,"Allamakee County, Iowa.graphml",0.093904512
197,0500000US19007,19007,Appanoose,Iowa,0500000US19007.graphml,"Appanoose County, Iowa.graphml",0.06374156800000003
198,0500000US19009,19009,Audubon,Iowa,0500000US19009.graphml,"Audubon County, Iowa.graphml",0.05786380800000002
199,0500000US19011,19011,Benton,Iowa,0500000US19011.graphml,"Benton County, Iowa.graphml",0.11509721600000003
200,0500000US19013,19013,Black Hawk,Iowa,0500000US19013.graphml,"Black Hawk County, Iowa.graphml",0.18192755200000002
201,0500000US19015,19015,Boone,Iowa,0500000US19015.graphml,"Boone County, Iowa.graphml",0.147590784
202,0500000US19017,19017,Bremer,Iowa,0500000US19017.graphml,"Bremer County, Iowa.graphml",0.073903744
203,0500000US19019,19019,Buchanan,Iowa,0500000US19019.graphml,"Buchanan County, Iowa.graphml",0.07465740800000001
204,0500000US19021,19021,Buena Vista,Iowa,0500000US19021.graphml,"Buena Vista County, Iowa.graphml",0.06892300800000001
205,0500000US19023,19023,Butler,Iowa,0500000US19023.graphml,"Butler County, Iowa.graphml",0.09626790399999999
206,0500000US19025,19025,Calhoun,Iowa,0500000US19025.graphml,"Calhoun County, Iowa.graphml",0.07843392000000002
207,0500000US19027,19027,Carroll,Iowa,0500000US19027.graphml,"Carroll County, Iowa.graphml",0.08196467199999999
208,0500000US19029,19029,Cass,Iowa,0500000US19029.graphml,"Cass County, Iowa.graphml",0.07434201600000001
209,0500000US19031,19031,Cedar,Iowa,0500000US19031.graphml,"Cedar County, Iowa.graphml",0.08953817600000002
210,0500000US19033,19033,Cerro Gordo,Iowa,0500000US19033.graphml,"Cerro Gordo County, Iowa.graphml",0.10096192000000001
211,0500000US19035,19035,Cherokee,Iowa,0500000US19035.graphml,"Cherokee County, Iowa.graphml",0.07676684800000003
212,0500000US19037,19037,Chickasaw,Iowa,0500000US19037.graphml,"Chickasaw County, Iowa.graphml",0.07242918399999998
213,0500000US19039,19039,Clarke,Iowa,0500000US19039.graphml,"Clarke County, Iowa.graphml",0.056888960000000016
214,0500000US19041,19041,Clay,Iowa,0500000US19041.graphml,"Clay County, Iowa.graphml",0.07549708800000002
215,0500000US19043,19043,Clayton,Iowa,0500000US19043.graphml,"Clayton County, Iowa.graphml",0.110276224
216,0500000US19045,19045,Clinton,Iowa,0500000US19045.graphml,"Clinton County, Iowa.graphml",0.13367257600000002
217,0500000US19047,19047,Crawford,Iowa,0500000US19047.graphml,"Crawford County, Iowa.graphml",0.08596646399999999
218,0500000US19049,19049,Dallas,Iowa,0500000US19049.graphml,"Dallas County, Iowa.graphml",0.258911872
219,0500000US19051,19051,Davis,Iowa,0500000US19051.graphml,"Davis County, Iowa.graphml",0.056716928
220,0500000US19053,19053,Decatur,Iowa,0500000US19053.graphml,"Decatur County, Iowa.graphml",0.057761408000000014
221,0500000US19055,19055,Delaware,Iowa,0500000US19055.graphml,"Delaware County, Iowa.graphml",0.080289408
222,0500000US19057,19057,Des Moines,Iowa,0500000US19057.graphml,"Des Moines County, Iowa.graphml",0.10544704000000002
223,0500000US19059,19059,Dickinson,Iowa,0500000US19059.graphml,"Dickinson County, Iowa.graphml",0.07405529600000002
224,0500000US19061,19061,Dubuque,Iowa,0500000US19061.graphml,"Dubuque County, Iowa.graphml",0.161468032
225,0500000US19063,19063,Emmet,Iowa,0500000US19063.graphml,"Emmet County, Iowa.graphml",0.051084928
226,0500000US19065,19065,Fayette,Iowa,0500000US19065.graphml,"Fayette County, Iowa.graphml",0.09334745600000002
227,0500000US19067,19067,Floyd,Iowa,0500000US19067.graphml,"Floyd County, Iowa.graphml",0.07954393600000001
228,0500000US19069,19069,Franklin,Iowa,0500000US19069.graphml,"Franklin County, Iowa.graphml",0.072982144
229,0500000US19071,19071,Fremont,Iowa,0500000US19071.graphml,"Fremont County, Iowa.graphml",0.088706688
230,0500000US19073,19073,Greene,Iowa,0500000US19073.graphml,"Greene County, Iowa.graphml",0.08212441600000003
231,0500000US19075,19075,Grundy,Iowa,0500000US19075.graphml,"Grundy County, Iowa.graphml",0.096308864
232,0500000US19077,19077,Guthrie,Iowa,0500000US19077.graphml,"Guthrie County, Iowa.graphml",0.07761472
233,0500000US19079,19079,Hamilton,Iowa,0500000US19079.graphml,"Hamilton County, Iowa.graphml",0.06482700800000002
234,0500000US19081,19081,Hancock,Iowa,0500000US19081.graphml,"Hancock County, Iowa.graphml",0.074968704
235,0500000US19083,19083,Hardin,Iowa,0500000US19083.graphml,"Hardin County, Iowa.graphml",0.06918924800000001
236,0500000US19085,19085,Harrison,Iowa,0500000US19085.graphml,"Harrison County, Iowa.graphml",0.09876236800000002
237,0500000US19087,19087,Henry,Iowa,0500000US19087.graphml,"Henry County, Iowa.graphml",0.06674803199999998
238,0500000US19089,19089,Howard,Iowa,0500000US19089.graphml,"Howard County, Iowa.graphml",0.05427980800000001
239,0500000US19091,19091,Humboldt,Iowa,0500000US19091.graphml,"Humboldt County, Iowa.graphml",0.065109632
240,0500000US19093,19093,Ida,Iowa,0500000US19093.graphml,"Ida County, Iowa.graphml",0.055426688
241,0500000US19095,19095,Iowa,Iowa,0500000US19095.graphml,"Iowa County, Iowa.graphml",0.075476608
242,0500000US19097,19097,Jackson,Iowa,0500000US19097.graphml,"Jackson County, Iowa.graphml",0.110169728
243,0500000US19099,19099,Jasper,Iowa,0500000US19099.graphml,"Jasper County, Iowa.graphml",0.11952499200000002
244,0500000US19101,19101,Jefferson,Iowa,0500000US19101.graphml,"Jefferson County, Iowa.graphml",0.06902950399999999
